borough,bin_no,house_no,street_name,job_no,zip_code,job_start_date,owners_business_type,non-profit,latitude,longitude,point,in_nyc,in_borough,bct2020,total_complaints,closest_subway,closest_subway_line,subway_count_tenth_mi,subway_count_half_mi,subway_count_one_mi,subway_count_two_five_mi,hist_dist_name,in_hist_dist,closest_park,name_closest_park,park_count_tenth_mi,park_count_half_mi,park_count_one_mi,park_count_two_five_mi,pop_20,hhpop_20p,gq_20p,instgq_20p,avhhsz_20,popu18_20p,hsp_20p,wnh_20p,bnh_20p,anh_20p,onh_20p,nh2pl_20p,hunits_20,ochu_20p,vachu_20p
QUEENS,4615116,34-12,100TH STREET,421252744,11368,2018-05-17,INDIVIDUAL,N,40.755154,-73.868097,POINT (-73.868097 40.755154),1.0,QUEENS,4037700,388,0.43422567280343405,7,0,8,15,76,none,0,0.019668450435701236,Mall Thirty Four XXXIV,1,14,38,147,4493,0.997,0.003,0.0,4.2,0.268,0.8759999999999999,0.011,0.074,0.027,0.004,0.0069999999999999,1129,0.944,0.0559999999999999
QUEENS,4617724,157-11,108 AVENUE,421520544,11433,2017-11-06,CORPORATION,N,40.694822,-73.795393,POINT (-73.795393 40.694822),1.0,QUEENS,4025401,244,0.6009956730057437,E-J-Z,0,0,14,79,none,0,0.012824428272821318,Marconi Park,1,7,25,97,3899,0.993,0.0069999999999999,0.002,3.63,0.257,0.17,0.0069999999999999,0.494,0.24,0.038,0.051,1147,0.93,0.07
QUEENS,4617724,157-11,108 AVE,421520535,11433,2018-01-02,CORPORATION,N,40.694822,-73.795393,POINT (-73.795393 40.694822),1.0,QUEENS,4025401,244,0.6009956730057437,E-J-Z,0,0,14,79,none,0,0.012824428272821318,Marconi Park,1,7,25,97,3899,0.993,0.0069999999999999,0.002,3.63,0.257,0.17,0.0069999999999999,0.494,0.24,0.038,0.051,1147,0.93,0.07
QUEENS,4618330,108-45,SUTPHIN BOULEVARD,421627902,11435,2019-11-01,PARTNERSHIP,N,40.692149,-73.798477,POINT (-73.798477 40.692149),1.0,QUEENS,4025401,326,0.727267356916892,E-J-Z,0,0,14,82,none,0,0.12762375162716882,Marconi Park,0,7,26,92,3899,0.993,0.0069999999999999,0.002,3.63,0.257,0.17,0.0069999999999999,0.494,0.24,0.038,0.051,1147,0.93,0.07
QUEENS,4618331,108-47,SUTPHIN BOULEVARD,421627911,11435,2019-11-01,PARTNERSHIP,N,40.692118,-73.798445,POINT (-73.798445 40.692118),1.0,QUEENS,4025401,310,0.7299624417068203,E-J-Z,0,0,14,82,none,0,0.12681428332318567,Marconi Park,0,7,26,92,3899,0.993,0.0069999999999999,0.002,3.63,0.257,0.17,0.0069999999999999,0.494,0.24,0.038,0.051,1147,0.93,0.07
MANHATTAN,1090492,310,WEST 113TH STREET,121191067,10026,2017-11-08,CORPORATION,N,40.802618,-73.957111,POINT (-73.957111 40.802618),1.0,MANHATTAN,1019702,806,0.14650704374050488,B-C,0,13,52,196,none,0,0.07263017792139835,Lafayette Square,3,26,84,254,2601,0.973,0.027,0.0,2.1,0.141,0.166,0.351,0.282,0.121,0.01,0.07,1301,0.927,0.073
QUEENS,4435661,174A,BEACH 111 STREET,420662438,11694,2017-11-09,NYC AGENCY,N,40.580444,-73.832535,POINT (-73.832535 40.580444),1.0,QUEENS,4093800,478,0.27073265269425717,H,0,5,8,17,none,0,0.05775296466247134,Seaside Playground,2,10,14,33,4460,0.862,0.138,0.093,1.9,0.131,0.206,0.588,0.144,0.022,0.013,0.027,2288,0.883,0.1169999999999999
QUEENS,4435663,176A,BEACH 111 STREET,420662786,11694,2017-11-24,NYC AGENCY,N,40.580468,-73.83255,POINT (-73.83255 40.580468),1.0,QUEENS,4093800,476,0.2698756263712446,H,0,5,8,17,none,0,0.05855017831816028,Seaside Playground,2,10,14,32,4460,0.862,0.138,0.093,1.9,0.131,0.206,0.588,0.144,0.022,0.013,0.027,2288,0.883,0.1169999999999999
MANHATTAN,1090562,130,WILLIAM STREET,121192903,10038,2017-12-18,CORPORATION,N,40.709235,-74.006741,POINT (-74.006741 40.709235),1.0,MANHATTAN,1001502,1643,0.004967458061898871,A-C-J-Z-2-3-4-5,8,96,147,350,none,0,0.0791468536206273,DeLury Square,1,19,63,263,10378,0.895,0.105,0.05,1.94,0.099,0.096,0.61,0.046,0.188,0.009,0.051,5519,0.868,0.132
BROOKLYN,3424334,1612,NEW YORK AVENUE,321514143,11210,2017-11-09,PARTNERSHIP,N,40.633291,-73.944797,POINT (-73.944797 40.633291),1.0,BROOKLYN,3078602,259,0.14815850291034083,2-5,0,8,15,75,none,0,0.24630413564465023,Nostrand Playground,0,3,16,130,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3425346,1610,NEW YORK AVENUE,321514134,11210,2017-11-16,PARTNERSHIP,N,40.633326,-73.944801,POINT (-73.944801 40.633326),1.0,BROOKLYN,3078602,259,0.14864716380318638,2-5,0,8,15,75,none,0,0.24443623378858959,Nostrand Playground,0,3,16,130,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3114052,1538,NEW YORK AVENUE,321655044,11210,2018-03-20,PARTNERSHIP,N,40.635275,-73.945008,POINT (-73.945008 40.635275),1.0,BROOKLYN,3078602,316,0.21302860928463158,2-5,0,11,15,84,none,0,0.14304845704055275,Nostrand Playground,0,3,15,136,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3425719,3206,GLENWOOD ROAD,321695867,11210,2018-04-19,PARTNERSHIP,N,40.63412,-73.945676,POINT (-73.945676 40.63412),1.0,BROOKLYN,3078602,500,0.13387788228745912,2-5,0,10,16,77,none,0,0.18989104340499277,Nostrand Playground,0,3,15,132,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3205965,3208,GLENWOOD ROAD,321695876,11210,2018-04-25,PARTNERSHIP,N,40.634123,-73.945661,POINT (-73.945661 40.634123),1.0,BROOKLYN,3078602,402,0.1347187780858277,2-5,0,10,16,77,none,0,0.1898858484689612,Nostrand Playground,0,3,15,132,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3428585,729,EAST 32ND ST,321194177,11210,2018-05-08,CORPORATION,N,40.633299,-73.94577,POINT (-73.94577 40.633299),1.0,BROOKLYN,3078602,384,0.09751683588473706,2-5,1,8,16,77,none,0,0.23326401252284626,Nostrand Playground,0,3,16,126,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3424762,731,EAST 32ND ST,321194186,11210,2018-05-08,CORPORATION,N,40.633267,-73.945766,POINT (-73.945766 40.633267),1.0,BROOKLYN,3078602,346,0.09678456011331328,2-5,1,8,16,77,none,0,0.2350215422373013,Nostrand Playground,0,3,16,127,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3428510,771,EAST 32ND ST,321194195,11210,2018-05-11,CORPORATION,N,40.632597,-73.945695,POINT (-73.945695 40.632597),1.0,BROOKLYN,3078602,2483,0.09372600736613972,2-5,2,8,19,77,none,0,0.2717305040257994,Nostrand Playground,0,3,16,125,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3424853,773,EAST 32ND ST,321194202,11210,2018-05-17,CORPORATION,N,40.632564,-73.945691,POINT (-73.945691 40.632564),1.0,BROOKLYN,3078602,2556,0.09426268708536384,2-5,2,8,19,77,none,0,0.2735421215263487,Nostrand Playground,0,3,16,125,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3205973,1620,NEW YORK AVE,321833272,11210,2019-12-24,CORPORATION,N,40.633151,-73.944779,POINT (-73.944779 40.633151),1.0,BROOKLYN,3078602,416,0.14674517710193088,2-5,0,8,15,75,none,0,0.25381979777545655,Nostrand Playground,0,3,16,128,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3426822,618,EAST 31 STREET,321921435,11210,2020-10-26,INDIVIDUAL,N,40.635696,-73.946989,POINT (-73.946989 40.635696),1.0,BROOKLYN,3078602,554,0.1812783592445702,2-5,0,11,16,82,none,0,0.09833558144093688,Nostrand Playground,1,3,14,132,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3428872,620,E 31 STREET,321913836,11210,2020-11-02,INDIVIDUAL,N,40.635663,-73.946986,POINT (-73.946986 40.635663),1.0,BROOKLYN,3078602,554,0.17899648914525393,2-5,0,11,16,82,none,0,0.10014058177122982,Nostrand Playground,0,3,14,132,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3428622,1524,NEW YORK AVE,321596206,11210,2020-11-06,CORPORATION,N,40.635528,-73.945033,POINT (-73.945033 40.635528),1.0,BROOKLYN,3078602,261,0.2249940109721988,2-5,0,11,15,84,none,0,0.13057921082668048,Nostrand Playground,0,3,15,137,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3428963,1522,NEW YORK AVE,321595715,11210,2020-11-17,CORPORATION,N,40.635564,-73.94504,POINT (-73.94504 40.635564),1.0,BROOKLYN,3078602,245,0.22663784723268246,2-5,0,11,15,84,none,0,0.12872534624725193,Nostrand Playground,0,3,15,137,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3428757,673,EAST 32ND,321591899,11210,2021-03-25,CORPORATION,N,40.634881,-73.945938,POINT (-73.945938 40.634881),1.0,BROOKLYN,3078602,313,0.15626773589150483,2-5,0,11,16,77,none,0,0.14660519712692877,Nostrand Playground,0,3,14,131,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3429087,675,EAST 32ND,321590907,11210,2021-04-15,CORPORATION,N,40.634848,-73.945934,POINT (-73.945934 40.634848),1.0,BROOKLYN,3078602,313,0.1546450482819546,2-5,0,11,16,77,none,0,0.14841626502450325,Nostrand Playground,0,4,14,131,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3114012,634,EAST 32ND STREET,340755365,11210,2022-02-01,INDIVIDUAL,N,40.635495,-73.946024,POINT (-73.946024 40.635495),1.0,BROOKLYN,3078602,228,0.18924009706385694,2-5,0,11,16,80,none,0,0.11281671047902093,Nostrand Playground,0,3,14,133,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3429051,1554,NEW YORK AVENUE,321600095,11210,2022-01-20,CORPORATION,N,40.634987,-73.944976,POINT (-73.944976 40.634987),1.0,BROOKLYN,3078602,287,0.20077815455429898,2-5,0,11,15,80,none,0,0.1576152426272119,Nostrand Playground,0,3,15,134,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3114056,1556,NEW YORK AVENUE,321600102,11210,2022-01-20,CORPORATION,N,40.634951,-73.944972,POINT (-73.944972 40.634951),1.0,BROOKLYN,3078602,287,0.19935090727417987,2-5,0,11,15,80,none,0,0.1594525019440578,Nostrand Playground,0,3,15,134,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3428873,1644,NEW YORK AVE.,321937776,11210,2022-01-07,PARTNERSHIP,N,40.632723,-73.944733,POINT (-73.944733 40.632723),1.0,BROOKLYN,3078602,350,0.14635843094074474,2-5,0,8,15,76,none,0,0.27670138572111624,Nostrand Playground,0,3,16,125,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
BROOKLYN,3114008,620,EAST 32ND STREET,321588992,11210,2022-02-09,CORPORATION,N,40.635723,-73.946049,POINT (-73.946049 40.635723),1.0,BROOKLYN,3078602,334,0.20286042472427382,2-5,0,11,16,84,none,0,0.10032714483917242,Nostrand Playground,0,3,14,134,2073,0.99,0.01,0.0,2.42,0.158,0.104,0.068,0.741,0.026,0.02,0.042,913,0.931,0.069
QUEENS,4595379,226-04,MENTONE AVENUE,421221136,11413,2017-11-09,INDIVIDUAL,N,40.667832,-73.74816,POINT (-73.74816 40.667832),1.0,QUEENS,4068200,44,3.7916757256005833,F,0,0,0,0,none,0,0.08457846796086896,Belt Parkway,1,5,13,36,1262,0.998,0.002,0.0,3.09,0.2019999999999999,0.103,0.013,0.83,0.006,0.012,0.036,424,0.96,0.04
QUEENS,4620596,45-30,164 STREET,421458728,11358,2017-11-09,INDIVIDUAL,N,40.755321,-73.802798,POINT (-73.802798 40.755321),1.0,QUEENS,4119500,65,1.4559356209691825,7,0,0,0,14,none,0,0.007555103017003599,The Olde Towne of Flushing Burial Ground,1,4,12,85,1445,0.989,0.011,0.0,3.11,0.172,0.247,0.289,0.02,0.42,0.008,0.017,481,0.954,0.046
QUEENS,4198197,95-36,115 STREET,420283375,11419,2017-11-09,CORPORATION,N,40.691053,-73.83035,POINT (-73.83035 40.691053),1.0,QUEENS,4010800,319,0.4188562030923392,A,0,6,18,99,none,0,0.2084175019878438,Lt. Frank McConnell Park,0,3,12,105,3034,0.997,0.003,0.0,3.61,0.213,0.201,0.037,0.108,0.408,0.1639999999999999,0.0819999999999999,886,0.946,0.054
QUEENS,4198148,9574,114 ST,421483576,11419,2018-05-18,INDIVIDUAL,N,40.690908,-73.831223,POINT (-73.831223 40.690908),1.0,QUEENS,4010800,336,0.43269014407043005,A,0,4,20,99,none,0,0.24832907563339407,Lt. Frank McConnell Park,0,2,12,106,3034,0.997,0.003,0.0,3.61,0.213,0.201,0.037,0.108,0.408,0.1639999999999999,0.0819999999999999,886,0.946,0.054
BROOKLYN,3425902,1590,EAST 19 STREET,321183349,11230,2017-11-13,PARTNERSHIP,N,40.611532,-73.954943,POINT (-73.954943 40.611532),1.0,BROOKLYN,3054400,435,0.24021719907017858,B-Q,0,3,6,94,none,0,0.09082290239605224,Corporal Wiltshire Square,1,5,16,100,3785,1.0,0.0,0.0,2.94,0.265,0.053,0.7290000000000001,0.011,0.156,0.019,0.032,1359,0.948,0.052
MANHATTAN,1008181,308,MULBERRY STREET,121190040,10012,2017-11-15,CORPORATION,N,40.725506,-73.994621,POINT (-73.994621 40.725506),1.0,MANHATTAN,1005502,1471,0.01622499262449365,B-D-F-M-6,11,36,144,491,none,0,0.14031621998369873,Mercer Playground,0,30,128,309,1956,0.991,0.009,0.0,1.75,0.123,0.064,0.758,0.025,0.092,0.009,0.052,1300,0.852,0.148
BRONX,2128373,1600,RANDALL AVENUE,220152457,10473,2017-11-17,CORPORATION,Y,40.816289,-73.869435,POINT (-73.869435 40.816289),1.0,BRONX,2002001,0,0.9986527078505668,6,0,0,1,65,none,0,0.014075774619910128,Soundview Park,1,5,23,208,5007,0.97,0.03,0.0,2.6,0.278,0.604,0.0139999999999999,0.351,0.004,0.012,0.016,1895,0.984,0.016
BRONX,2129209,1731,LACOMBE AVENUE,210178591,10473,2020-11-12,NYCHA/HHC,N,40.814519,-73.865389,POINT (-73.865389 40.814519),1.0,BRONX,2002001,585,1.2005855351624786,6,0,0,0,62,none,0,0.0064855415143954785,Soundview Park,1,8,22,184,5007,0.97,0.03,0.0,2.6,0.278,0.604,0.0139999999999999,0.351,0.004,0.012,0.016,1895,0.984,0.016
BRONX,2129212,359,BRONX RIVER AVENUE,210178555,10473,2020-11-12,NYCHA/HHC,N,40.814499,-73.866986,POINT (-73.866986 40.814499),1.0,BRONX,2002001,145,1.1667567105949568,6,0,0,0,62,none,0,0.010088748092786407,Soundview Park,1,5,22,191,5007,0.97,0.03,0.0,2.6,0.278,0.604,0.0139999999999999,0.351,0.004,0.012,0.016,1895,0.984,0.016
BRONX,2129205,351,BRONX RIVER AVENUE,210178626,10473,2020-11-12,NYCHA/HHC,N,40.81445,-73.866816,POINT (-73.866816 40.81445),1.0,BRONX,2002001,145,1.1735504797924852,6,0,0,0,62,none,0,0.009717116746482972,Soundview Park,1,5,21,191,5007,0.97,0.03,0.0,2.6,0.278,0.604,0.0139999999999999,0.351,0.004,0.012,0.016,1895,0.984,0.016
BRONX,2129211,355,BRONX RIVER AVENUE,210178546,10473,2020-11-12,NYCHA/HHC,N,40.814474,-73.866899,POINT (-73.866899 40.814474),1.0,BRONX,2002001,145,1.1702224840512359,6,0,0,0,62,none,0,0.009902606413403672,Soundview Park,1,5,21,191,5007,0.97,0.03,0.0,2.6,0.278,0.604,0.0139999999999999,0.351,0.004,0.012,0.016,1895,0.984,0.016
BRONX,2129204,1723,LACOMBE AVENUE,210178573,10473,2020-11-13,NYCHA/HHC,N,40.814509,-73.865493,POINT (-73.865493 40.814509),1.0,BRONX,2002001,585,1.1987883254184575,6,0,0,0,62,none,0,0.0066844883857393265,Soundview Park,1,7,22,184,5007,0.97,0.03,0.0,2.6,0.278,0.604,0.0139999999999999,0.351,0.004,0.012,0.016,1895,0.984,0.016
BRONX,2129207,1739,LACOMBE AVENUE,210178617,10473,2020-11-13,NYCHA/HHC,N,40.814533,-73.86528,POINT (-73.86528 40.814533),1.0,BRONX,2002001,733,1.2022647914779245,6,0,0,0,62,none,0,0.007764510757388795,Soundview Park,1,9,22,183,5007,0.97,0.03,0.0,2.6,0.278,0.604,0.0139999999999999,0.351,0.004,0.012,0.016,1895,0.984,0.016
BRONX,2129208,1735,LACOMBE AVENUE,210178608,10473,2020-11-13,NYCHA/HHC,N,40.814525,-73.865335,POINT (-73.865335 40.814525),1.0,BRONX,2002001,733,1.2014754768832163,6,0,0,0,62,none,0,0.006549816837658382,Soundview Park,1,8,22,183,5007,0.97,0.03,0.0,2.6,0.278,0.604,0.0139999999999999,0.351,0.004,0.012,0.016,1895,0.984,0.016
BRONX,2129210,1727,LACOMBE AVENUE,210178582,10473,2020-12-11,NYCHA/HHC,N,40.814514,-73.865443,POINT (-73.865443 40.814514),1.0,BRONX,2002001,585,1.199636527511829,6,0,0,0,62,none,0,0.006599232085757869,Soundview Park,1,8,22,184,5007,0.97,0.03,0.0,2.6,0.278,0.604,0.0139999999999999,0.351,0.004,0.012,0.016,1895,0.984,0.016
BRONX,2128910,225,EAST 179 STREET,220546639,10457,2017-11-20,PARTNERSHIP,N,40.850906,-73.903645,POINT (-73.903645 40.850906),1.0,BRONX,2023502,1534,0.03940240852608712,B-D,2,17,36,202,none,0,0.0809519088410176,Devanney Triangle,1,36,105,352,4417,0.975,0.025,0.0,2.69,0.222,0.7559999999999999,0.011,0.1889999999999999,0.021,0.013,0.01,1700,0.943,0.057
BRONX,2128866,240,EAST 178 STREET,220482868,10457,2017-12-06,INDIVIDUAL,N,40.850297,-73.904007,POINT (-73.904007 40.850297),1.0,BRONX,2023502,996,0.06569640932274796,B-D,3,17,37,206,none,0,0.10468092840337802,Richman (Echo) Park,0,36,107,355,4417,0.975,0.025,0.0,2.69,0.222,0.7559999999999999,0.011,0.1889999999999999,0.021,0.013,0.01,1700,0.943,0.057
BRONX,2128505,220,EAST 178 STREET,220546620,10457,2018-01-03,PARTNERSHIP,N,40.850358,-73.904314,POINT (-73.904314 40.850358),1.0,BRONX,2023502,1129,0.05784185649040246,B-D,4,17,37,206,none,0,0.09481721936966342,Echo Triangle,1,37,106,353,4417,0.975,0.025,0.0,2.69,0.222,0.7559999999999999,0.011,0.1889999999999999,0.021,0.013,0.01,1700,0.943,0.057
BRONX,2129180,246,ECHO PLACE,220620610,10457,2018-06-27,INDIVIDUAL,N,40.849647,-73.904283,POINT (-73.904283 40.849647),1.0,BRONX,2023502,2112,0.057093315230271786,B-D,2,15,37,213,none,0,0.09494715702391918,Echo Triangle,1,36,107,356,4417,0.975,0.025,0.0,2.69,0.222,0.7559999999999999,0.011,0.1889999999999999,0.021,0.013,0.01,1700,0.943,0.057
BRONX,2129319,222,ECHO PLACE,220152368,10457,2018-07-24,PARTNERSHIP,N,40.849729,-73.904695,POINT (-73.904695 40.849729),1.0,BRONX,2023502,2018,0.03411472003718692,B-D,4,14,37,215,none,0,0.07206715888452811,Echo Triangle,1,37,105,355,4417,0.975,0.025,0.0,2.69,0.222,0.7559999999999999,0.011,0.1889999999999999,0.021,0.013,0.01,1700,0.943,0.057
BRONX,2013628,2050,GRAND CONCOURSE,210178289,10457,2019-12-17,CORPORATION,Y,40.852509,-73.903527,POINT (-73.903527 40.852509),1.0,BRONX,2023502,1349,0.10543949788738054,B-D,0,16,34,202,none,0,0.024509549100604194,Devanney Triangle,3,28,102,344,4417,0.975,0.025,0.0,2.69,0.222,0.7559999999999999,0.011,0.1889999999999999,0.021,0.013,0.01,1700,0.943,0.057
BRONX,2130512,218,BUSH STREET,220672724,10457,2020-01-31,INDIVIDUAL,N,40.851521,-73.903557,POINT (-73.903557 40.851521),1.0,BRONX,2023502,1303,0.046404813106388956,B-D,2,16,36,204,none,0,0.05067335271871605,Devanney Triangle,1,35,105,349,4417,0.975,0.025,0.0,2.69,0.222,0.7559999999999999,0.011,0.1889999999999999,0.021,0.013,0.01,1700,0.943,0.057
BRONX,2013636,2069,ANTHONY AVENUE,210178467,10457,2020-02-27,PARTNERSHIP,N,40.852697,-73.902066,POINT (-73.902066 40.852697),1.0,BRONX,2023502,726,0.1644305042952911,B-D,0,16,34,203,none,0,0.10446955735737568,Devanney Triangle,0,31,101,340,4417,0.975,0.025,0.0,2.69,0.222,0.7559999999999999,0.011,0.1889999999999999,0.021,0.013,0.01,1700,0.943,0.057
BRONX,2130544,2075,ANTHONY AVENUE,210180800,10457,2020-07-24,PARTNERSHIP,N,40.852845,-73.901947,POINT (-73.901947 40.852845),1.0,BRONX,2023502,1634,0.1766056007057023,B-D,0,16,34,203,none,0,0.09714174960412614,Bergen Triangle,1,30,100,340,4417,0.975,0.025,0.0,2.69,0.222,0.7559999999999999,0.011,0.1889999999999999,0.021,0.013,0.01,1700,0.943,0.057
BRONX,2129428,2195,MORRIS AVENUE,220546648,10453,2017-11-20,PARTNERSHIP,N,40.856214,-73.903135,POINT (-73.903135 40.856214),1.0,BRONX,2023900,1749,0.11088273701122184,B-D,0,24,38,191,none,0,0.08099415805617459,Mabel Hampton Playground,1,23,90,333,8213,0.945,0.055,0.0,3.07,0.288,0.7709999999999999,0.01,0.183,0.019,0.008,0.009,2641,0.959,0.0409999999999999
BRONX,2128532,2311,MORRIS AVE,220579648,10468,2017-11-24,INDIVIDUAL,N,40.858567,-73.901642,POINT (-73.901642 40.858567),1.0,BRONX,2023900,1672,0.1133637151336346,4,0,19,38,169,none,0,0.1654111047411005,Slattery Playground,0,22,83,322,8213,0.945,0.055,0.0,3.07,0.288,0.7709999999999999,0.01,0.183,0.019,0.008,0.009,2641,0.959,0.0409999999999999
BRONX,2130756,2436,WALTON AVE,210180971,10468,2021-03-10,CORPORATION,N,40.861734,-73.900722,POINT (-73.900722 40.861734),1.0,BRONX,2023900,1823,0.06410402199776369,4,4,23,38,160,none,0,0.12799708491689257,Davidson Ave. Community Gardeners Group,0,21,70,304,8213,0.945,0.055,0.0,3.07,0.288,0.7709999999999999,0.01,0.183,0.019,0.008,0.009,2641,0.959,0.0409999999999999
BRONX,2014087,2351,WALTON AVENUE,210182283,10468,2021-10-14,PARTNERSHIP,N,40.859644,-73.902027,POINT (-73.902027 40.859644),1.0,BRONX,2023900,1273,0.12643115408606068,4,0,17,38,165,none,0,0.16357777868841855,Jardin De Las Rosas,0,23,82,316,8213,0.945,0.055,0.0,3.07,0.288,0.7709999999999999,0.01,0.183,0.019,0.008,0.009,2641,0.959,0.0409999999999999
BROOKLYN,3165368,1939,85TH STREET,321632792,11214,2017-11-21,CORPORATION,N,40.605985,-73.998898,POINT (-73.998898 40.605985),1.0,BROOKLYN,3028400,547,0.0924448655842285,D,1,11,23,105,none,0,0.16227410479205404,Garibaldi Playground,0,4,14,98,4396,0.998,0.002,0.0,3.02,0.221,0.221,0.3879999999999999,0.012,0.342,0.003,0.034,1524,0.955,0.045
BROOKLYN,3425606,1937,85TH STREET,321677949,11214,2018-05-30,CORPORATION,N,40.606004,-73.998927,POINT (-73.998927 40.606004),1.0,BROOKLYN,3028400,547,0.09428924439005396,D,1,11,23,105,none,0,0.16066263555780322,Garibaldi Playground,0,4,14,98,4396,0.998,0.002,0.0,3.02,0.221,0.221,0.3879999999999999,0.012,0.342,0.003,0.034,1524,0.955,0.045
BROOKLYN,3426778,1929,84 STREET,321735217,11214,2018-08-23,PARTNERSHIP,N,40.606638,-73.998469,POINT (-73.998469 40.606638),1.0,BROOKLYN,3028400,238,0.13512158390780574,D,0,13,25,112,none,0,0.14484752853773936,Garibaldi Playground,0,4,14,98,4396,0.998,0.002,0.0,3.02,0.221,0.221,0.3879999999999999,0.012,0.342,0.003,0.034,1524,0.955,0.045
BROOKLYN,3425890,1933,84TH STREET,321735208,11214,2018-08-23,PARTNERSHIP,N,40.6066,-73.998408,POINT (-73.998408 40.6066),1.0,BROOKLYN,3028400,275,0.13222467971152152,D,0,13,25,112,none,0,0.14857644183677948,Garibaldi Playground,0,4,14,98,4396,0.998,0.002,0.0,3.02,0.221,0.221,0.3879999999999999,0.012,0.342,0.003,0.034,1524,0.955,0.045
BROOKLYN,3422370,137,4TH AVENUE,321192543,11217,2017-11-29,PARTNERSHIP,N,40.679742,-73.981454,POINT (-73.981454 40.679742),1.0,BROOKLYN,3013100,329,0.2067100879228571,R,0,14,92,215,none,0,0.1555907228522546,Gardens Of Union,0,13,46,334,3979,0.988,0.012,0.0,2.2,0.165,0.174,0.569,0.109,0.0819999999999999,0.0069999999999999,0.059,1913,0.936,0.064
BROOKLYN,3428962,350,BUTLER STREET,322084882,11217,2020-11-25,PARTNERSHIP,N,40.679783,-73.980899,POINT (-73.980899 40.679783),1.0,BROOKLYN,3013100,248,0.22389971131988112,R,0,15,92,211,none,0,0.16889236599407284,Gardens Of Union,0,14,45,335,3979,0.988,0.012,0.0,2.2,0.165,0.174,0.569,0.109,0.0819999999999999,0.0069999999999999,0.059,1913,0.936,0.064
STATEN ISLAND,5166350,171,WOODROW ROAD,520259979,10312,2017-11-30,CORPORATION,N,40.560645,-74.180432,POINT (-74.180432 40.560645),1.0,STATEN ISLAND,5017007,84,1.4561202005106384,SIR,0,0,0,10,none,0,0.23759016273926187,Freshkills Park,0,5,11,52,5526,0.993,0.0069999999999999,0.0,3.01,0.244,0.157,0.595,0.033,0.188,0.004,0.022,1869,0.976,0.024
STATEN ISLAND,5166351,173,WOODROW ROAD,520268086,10312,2017-11-30,CORPORATION,N,40.560623,-74.180429,POINT (-74.180429 40.560623),1.0,STATEN ISLAND,5017007,84,1.4547155074757678,SIR,0,0,0,10,none,0,0.2383508724114925,Freshkills Park,0,5,11,52,5526,0.993,0.0069999999999999,0.0,3.01,0.244,0.157,0.595,0.033,0.188,0.004,0.022,1869,0.976,0.024
